QF/Qf2Loss,Evaluation/MaxModReturn,QF/Qf1Loss,Average/TrainAverageReturn,ReplayBuffer/buffer_size,Evaluation/MinModReturn,Evaluation/MaxReturn,Evaluation/Iteration,Evaluation/NumEpisodes,ShortRL/Lambda,Evaluation/AverageReturn,TotalEnvSteps,Evaluation/StdReturn,Evaluation/MinReturn,Evaluation/TerminationRate,Evaluation/StdModReturn,Evaluation/AverageModReturn,AlphaTemperature/mean,Policy/Loss,Evaluation/AverageDiscountedReturn,Evaluation/AverageDiscountedModReturn
24.54889678955078,9359.210645366402,19.818378448486328,3954.8174382157813,181660,9358.695252018759,9359.210645366402,17,10,1.0,9359.050761018023,181660,0.18426457204415125,9358.695252018759,0.0,0.18426457204415125,9359.050761018023,1.3298494815826416,-554.7337646484375,5917.708330030522,5917.708330030522
49.24476623535156,9359.988721253892,48.327083587646484,4238.652559746676,191660,9357.7586328824,9359.988721253892,18,10,1.0,9359.255163930435,191660,0.959355487459494,9357.7586328824,0.0,0.959355487459494,9359.255163930435,1.1630395650863647,-580.1452026367188,5917.876239403775,5917.876239403775
50.59516906738281,9359.125109715204,61.99993896484375,4494.4274107423935,201660,9358.404326601,9359.125109715204,19,10,1.0,9358.922292147503,201660,0.2424190640160468,9358.404326601,0.0,0.2424190640160468,9358.922292147503,1.285104751586914,-580.8128051757812,5917.6272601074415,5917.6272601074415
28.07546615600586,9359.878489549335,25.42586898803711,4725.606879913873,211660,9359.550564704865,9359.878489549335,20,10,1.0,9359.815356647452,211660,0.09881486613688033,9359.550564704865,0.0,0.09881486613688033,9359.815356647452,1.3117092847824097,-592.4707641601562,5918.225276789375,5918.225276789375
28.163345336914062,9359.819268284098,28.92685317993164,4935.725548548858,221660,9358.984397162962,9359.819268284098,21,10,1.0,9359.652612937398,221660,0.24442523117837803,9358.984397162962,0.0,0.24442523117837803,9359.652612937398,1.1587438583374023,-679.1613159179688,5918.093133866767,5918.093133866767
75.92190551757812,9359.905258193536,66.87898254394531,5127.447469053752,231660,9359.037773817374,9359.905258193536,22,10,1.0,9359.664579382345,231660,0.26195856527990724,9359.037773817374,0.0,0.26195856527990724,9359.664579382345,1.1370245218276978,-703.075439453125,5918.058918463668,5918.058918463668
40.90803909301758,9359.94430754881,53.56365203857422,5303.200224758167,241660,9359.422318998546,9359.94430754881,23,10,1.0,9359.80630933121,241660,0.1528172949605554,9359.422318998546,0.0,0.1528172949605554,9359.80630933121,1.1101793050765991,-739.92041015625,5918.1991183714545,5918.1991183714545
56.28996276855469,9359.961232711268,70.83606719970703,5464.959547880425,251660,9358.127780618877,9359.961232711268,24,10,1.0,9359.689622627213,251660,0.5284560558771565,9358.127780618877,0.0,0.5284560558771565,9359.689622627213,0.9684554934501648,-783.1920166015625,5918.07454085785,5918.07454085785
14.193540573120117,9359.72379222345,14.966401100158691,5614.288201549742,261660,9359.15038431595,9359.72379222345,25,10,1.0,9359.595892437244,261660,0.1682860353924553,9359.15038431595,0.0,0.1682860353924553,9359.595892437244,0.8374587893486023,-832.2257080078125,5918.068281041972,5918.068281041972
133.5980987548828,9359.26656550314,138.65875244140625,5752.553850883786,271660,9358.98908410926,9359.26656550314,26,10,1.0,9359.184906284629,271660,0.10295828640963972,9358.98908410926,0.0,0.10295828640963972,9359.184906284629,0.8029760122299194,-865.927734375,5917.825840308202,5917.825840308202
43.9261474609375,9359.008047487241,56.8387451171875,5881.058813294646,281660,9358.720259361971,9359.008047487241,27,10,1.0,9358.886913748114,281660,0.09819157294500801,9358.720259361971,0.0,0.09819157294500801,9358.886913748114,0.8769898414611816,-824.2007446289062,5917.629368287397,5917.629368287397
24.9338321685791,9359.2436913748,29.772064208984375,6000.53719661892,291660,9358.491238218261,9359.2436913748,28,10,1.0,9359.03024803177,291660,0.2226421380811173,9358.491238218261,0.0,0.2226421380811173,9359.03024803177,0.9687886238098145,-947.411376953125,5917.747685677666,5917.747685677666
50.07057571411133,9359.538307837072,37.122222900390625,6112.186445869025,301660,9358.953267559267,9359.538307837072,29,10,1.0,9359.357500961347,301660,0.18177478570363512,9358.953267559267,0.0,0.18177478570363512,9359.357500961347,0.899134635925293,-968.7342529296875,5917.955864779939,5917.955864779939
97.482421875,9357.660152580143,89.4340591430664,6422.032186172133,311660,9357.548052199845,9357.660152580143,30,10,1.0,9357.62691120342,311660,0.031324022864895176,9357.548052199845,0.0,0.031324022864895176,9357.62691120342,0.8533732295036316,-1009.626708984375,5916.897684332043,5916.897684332043
29.49500274658203,9358.240785115979,30.080829620361328,6729.848821534539,321660,9357.103154375543,9358.240785115979,31,10,1.0,9358.042651912496,321660,0.3248906546247405,9357.103154375543,0.0,0.3248906546247405,9358.042651912496,0.9095084071159363,-1017.3984375,5917.104888668064,5917.104888668064
29.736835479736328,9359.328508635519,31.854652404785156,7036.002867576563,331660,9358.937387030932,9359.328508635519,32,10,1.0,9359.162863870788,331660,0.13501274604215943,9358.937387030932,0.0,0.13501274604215943,9359.162863870788,1.0399655103683472,-1045.48681640625,5917.7832633830385,5917.7832633830385
67.77850341796875,9359.423820106489,60.41224670410156,7337.281473098108,341660,9359.156251110184,9359.423820106489,33,10,1.0,9359.314449319349,341660,0.08805267317856685,9359.156251110184,0.0,0.08805267317856685,9359.314449319349,0.9182239174842834,-1084.1343994140625,5917.8910673154405,5917.8910673154405
58.545188903808594,9359.706515260845,70.69032287597656,7637.926741783294,351660,9359.287752216087,9359.706515260845,34,10,1.0,9359.586874524504,351660,0.14992281178279274,9359.287752216087,0.0,0.14992281178279274,9359.586874524504,0.8446385264396667,-1163.326171875,5918.061374106941,5918.061374106941
342.4830322265625,9359.993928313941,395.2867126464844,7937.320359642017,361660,9359.713220655989,9359.993928313941,35,10,1.0,9359.874863254796,361660,0.09994693433725264,9359.713220655989,0.0,0.09994693433725264,9359.874863254796,0.8794196844100952,-1149.2943115234375,5918.247735414256,5918.247735414256
114.84915161132812,9359.73919049359,112.74055480957031,8235.75066506101,371660,9359.19937480764,9359.73919049359,36,10,1.0,9359.605296032843,371660,0.16661654259933392,9359.19937480764,0.0,0.16661654259933392,9359.605296032843,0.7390794157981873,-1145.3394775390625,5918.066994037894,5918.066994037894
44.37495422363281,9358.165166827204,48.86805725097656,8533.08646585761,381660,9357.689291854265,9358.165166827204,37,10,1.0,9357.933660969084,381660,0.13516295807902573,9357.689291854265,0.0,0.13516295807902573,9357.933660969084,0.7071332335472107,-1253.4439697265625,5916.988131195738,5916.988131195738
180.35220336914062,9359.90180473463,116.10806274414062,8806.645956048063,391660,9359.532229237124,9359.90180473463,38,10,1.0,9359.796522705681,391660,0.10783797504365528,9359.532229237124,0.0,0.10783797504365528,9359.796522705681,0.6889604926109314,-1311.544921875,5918.200181329441,5918.200181329441
47.65248489379883,9353.905511796553,42.9720344543457,9064.595096625717,402146,9353.224516394861,9353.905511796553,39,10,1.0,9353.690189554618,402146,0.22657198275126061,9353.224516394861,0.0,0.22657198275126061,9353.690189554618,0.745721697807312,-1258.4169921875,5914.53445292746,5914.53445292746
72.34256744384766,9359.9497462766,69.79904174804688,9149.796854246033,412480,9359.295359485588,9359.9497462766,40,10,1.0,9359.819111886838,412480,0.18543023638275655,9359.295359485588,0.0,0.18543023638275655,9359.819111886838,0.7412126660346985,-1356.7052001953125,5918.2096275250115,5918.2096275250115
73.2427978515625,9359.34614425778,68.72125244140625,9182.999923575215,422480,9359.089445056603,9359.34614425778,41,10,1.0,9359.242346362811,422480,0.09926397653241512,9359.089445056603,0.0,0.09926397653241512,9359.242346362811,0.7920346260070801,-1386.6346435546875,5917.858578137346,5917.858578137346
266.4419250488281,9359.984809215535,230.3154296875,9182.877907457094,432480,9356.360352526592,9359.984809215535,42,10,1.0,9359.502370296628,432480,1.0655900420426374,9356.360352526592,0.0,1.0655900420426374,9359.502370296628,0.8433220386505127,-1386.309326171875,5918.000270759491,5918.000270759491
232.3442840576172,9358.171278872182,303.8200378417969,9182.85689660746,442480,9357.712523562863,9358.171278872182,43,10,1.0,9358.00102916342,442480,0.16233056206071791,9357.712523562863,0.0,0.16233056206071791,9358.00102916342,0.9187057018280029,-1415.029052734375,5917.049656143347,5917.049656143347
137.87637329101562,9359.499083067347,191.46409606933594,9182.93120805735,452480,9359.122493863006,9359.499083067347,44,10,1.0,9359.358845941117,452480,0.12791213625788972,9359.122493863006,0.0,0.12791213625788972,9359.358845941117,0.898379385471344,-1490.6439208984375,5917.9178527821205,5917.9178527821205
107.5556869506836,9359.989018837889,151.8218994140625,9182.985307840032,462480,9359.57286470345,9359.989018837889,45,10,1.0,9359.860775226767,462480,0.14843348122233907,9359.57286470345,0.0,0.14843348122233907,9359.860775226767,0.9529092311859131,-1442.9273681640625,5918.23441818268,5918.23441818268
106.17120361328125,9358.913734250771,51.799800872802734,9183.000028144055,472480,9358.575013167032,9358.913734250771,46,10,1.0,9358.76526477205,472480,0.10607759333873953,9358.575013167032,0.0,0.10607759333873953,9358.76526477205,0.9517145156860352,-1531.924560546875,5917.543482978429,5917.543482978429
2220.07861328125,9359.754702509068,2227.74853515625,9183.165007923782,482480,9359.211374345605,9359.754702509068,47,10,1.0,9359.648309448066,482480,0.15772222333067765,9359.211374345605,0.0,0.15772222333067765,9359.648309448066,0.7689446210861206,-1542.65185546875,5918.107790784559,5918.107790784559
86.35786437988281,9359.36435348748,69.87062072753906,9183.186171588002,492480,9358.365079120087,9359.36435348748,48,10,1.0,9359.072338427926,492480,0.36122515555018503,9358.365079120087,0.0,0.36122515555018503,9359.072338427926,0.9015408754348755,-1568.75732421875,5917.6880491974025,5917.6880491974025
43.5330696105957,9359.119836940614,70.05499267578125,9182.977735730885,502480,9358.60931351602,9359.119836940614,49,10,1.0,9358.985394133462,502480,0.1593285360466847,9358.60931351602,0.0,0.1593285360466847,9358.985394133462,0.7873873710632324,-1619.40576171875,5917.68493387154,5917.68493387154
